MovieID,Title
m1811,"Niagara, Niagara (1997)"
m1812,Wide Awake (1998)
m1814,"Price Above Rubies, A (1998)"
m1815,Eden (1997)
m1816,Two Girls and a Guy (1997)
m1817,No Looking Back (1998)
m182,Moonlight and Valentino (1995)
m1820,"Proposition, The (1998)"
m1821,"Object of My Affection, The (1998)"
m1822,Meet the Deedles (1998)
m1824,Homegrown (1998)
m1825,"Player's Club, The (1998)"
m1826,Barney's Great Adventure (1998)
m1827,"Big One, The (1997)"
m1829,Chinese Box (1997)
m183,Mute Witness (1994)
m1830,Follow the Bitch (1998)
m1831,Lost in Space (1998)
m1832,Heaven's Burning (1997)
m1833,Mercury Rising (1998)
m1834,"Spanish Prisoner, The (1997)"
m1835,City of Angels (1998)
m1836,"Last Days of Disco, The (1998)"
m1837,"Odd Couple II, The (1998)"
m1839,My Giant (1998)
m184,Nadja (1994)
m1840,He Got Game (1998)
m1841,"Gingerbread Man, The (1998)"
m1842,Illtown (1996)
m1843,Slappy and the Stinkers (1998)
m1844,Live Flesh (1997)
m1845,Zero Effect (1998)
m1846,Nil By Mouth (1997)
m1848,"Borrowers, The (1997)"
m1849,Prince Valiant (1997)
m185,"Net, The (1995)"
m1850,"I Love You, Don't Touch Me! (1998)"
m1851,Leather Jacket Love Story (1997)
m1852,Love Walked In (1998)
m1853,"Alan Smithee Film: Burn Hollywood Burn, An (1997)"
m1854,Kissing a Fool (1998)
m1855,Krippendorf's Tribe (1998)
m1856,Kurt & Courtney (1998)
m1857,"Real Blonde, The (1997)"
m1858,Mr. Nice Guy (1997)
m1859,Taste of Cherry (1997)
m186,Nine Months (1995)
m1860,Character (Karakter) (1997)
m1861,Junk Mail (1997)
m1862,Species II (1998)
m1863,Major League: Back to the Minors (1998)
m1864,Sour Grapes (1998)
m1865,Wild Man Blues (1998)
m1866,"Big Hit, The (1998)"
m1867,Tarzan and the Lost City (1998)
m1868,"Truce, The (1996)"
m1869,Black Dog (1998)
m187,Party Girl (1995)
m1870,"Dancer, Texas Pop. 81 (1998)"
m1871,"Friend of the Deceased, A (1997)"
m1872,Go Now (1995)
m1873,"Misérables, Les (1998)"
m1874,Still Breathing (1997)
m1875,Clockwatchers (1997)
m1876,Deep Impact (1998)
m1877,Little Men (1998)
m1878,Woo (1998)
m1879,"Hanging Garden, The (1997)"
m188,"Prophecy, The (1995)"
m1880,Lawn Dogs (1997)
m1881,Quest for Camelot (1998)
m1882,Godzilla (1998)
m1883,Bulworth (1998)
m1884,Fear and Loathing in Las Vegas (1998)
m1885,"Opposite of Sex, The (1998)"
m1886,I Got the Hook Up (1998)
m1887,Almost Heroes (1998)
m1888,Hope Floats (1998)
m1889,Insomnia (1997)
m189,Reckless (1995)
m1890,Little Boy Blue (1997)
m1891,"Ugly, The (1997)"
m1892,"Perfect Murder, A (1998)"
m1893,Beyond Silence (1996)
m1894,Six Days Seven Nights (1998)
m1895,Can't Hardly Wait (1998)
m1896,Cousin Bette (1998)
m1897,High Art (1998)
m1898,"Land Girls, The (1998)"
m1899,Passion in the Desert (1998)
m19,Ace Ventura: When Nature Calls (1995)
m190,Safe (1995)
m1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)"
m1901,Dear Jesse (1997)
m1902,Dream for an Insomniac (1996)
m1903,Hav Plenty (1997)
m1904,Henry Fool (1997)
m1905,Marie Baie Des Anges (1997)
m1906,Mr. Jealousy (1997)
m1907,Mulan (1998)
m1908,Resurrection Man (1998)
m1909,"X-Files: Fight the Future, The (1998)"
m191,"Scarlet Letter, The (1995)"
m1910,I Went Down (1997)
m1911,Doctor Dolittle (1998)
m1912,Out of Sight (1998)
m1913,Picnic at Hanging Rock (1975)
m1914,Smoke Signals (1998)
m1915,Voyage to the Beginning of the World (1997)
m1916,Buffalo 66 (1998)
m1917,Armageddon (1998)
m1918,Lethal Weapon 4 (1998)
m1919,Madeline (1998)
m192,"Show, The (1995)"
m1920,Small Soldiers (1998)
m1921,Pi (1998)
m1922,Whatever (1998)
m1923,There's Something About Mary (1998)
m1924,Plan 9 from Outer Space (1958)
m1925,Wings (1927)
m1926,"Broadway Melody, The (1929)"
m1927,All Quiet on the Western Front (1930)
m1928,Cimarron (1931)
m1929,Grand Hotel (1932)
m193,Showgirls (1995)
m1930,Cavalcade (1933)
m1931,Mutiny on the Bounty (1935)
m1932,"Great Ziegfeld, The (1936)"
m1933,"Life of Émile Zola, The (1937)"
m1934,You Can't Take It With You (1938)
m1935,How Green Was My Valley (1941)
m1936,Mrs. Miniver (1942)
m1937,Going My Way (1944)
m1938,"Lost Weekend, The (1945)"
m1939,"Best Years of Our Lives, The (1946)"
m194,Smoke (1995)
m1940,Gentleman's Agreement (1947)
m1941,Hamlet (1948)
m1942,All the King's Men (1949)
m1943,"Greatest Show on Earth, The (1952)"
m1944,From Here to Eternity (1953)
m1945,On the Waterfront (1954)
m1946,Marty (1955)
m1947,West Side Story (1961)
m1948,Tom Jones (1963)
m1949,"Man for All Seasons, A (1966)"
m195,Something to Talk About (1995)
m1950,In the Heat of the Night (1967)
m1951,Oliver! (1968)
m1952,Midnight Cowboy (1969)
m1953,"French Connection, The (1971)"
m1954,Rocky (1976)
m1955,Kramer Vs. Kramer (1979)
m1956,Ordinary People (1980)
m1957,Chariots of Fire (1981)
m1958,Terms of Endearment (1983)
m1959,Out of Africa (1985)
m196,Species (1995)
m1960,"Last Emperor, The (1987)"
m1961,Rain Man (1988)
m1962,Driving Miss Daisy (1989)
m1963,Take the Money and Run (1969)
m1964,Klute (1971)
m1965,Repo Man (1984)
m1966,Metropolitan (1990)
m1967,Labyrinth (1986)
m1968,"Breakfast Club, The (1985)"
m1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)"
m197,"Stars Fell on Henrietta, The (1995)"
m1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)"
m1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)"
m1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)"
m1973,Freddy's Dead: The Final Nightmare (1991)
m1974,Friday the 13th (1980)
m1975,Friday the 13th Part 2 (1981)
m1976,Friday the 13th Part 3: 3D (1982)
m1977,Friday the 13th: The Final Chapter (1984)
m1978,Friday the 13th Part V: A New Beginning (1985)
m1979,Friday the 13th Part VI: Jason Lives (1986)
m198,Strange Days (1995)
m1980,Friday the 13th Part VII: The New Blood (1988)
m1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989)
m1982,Halloween (1978)
m1983,Halloween II (1981)
m1984,Halloween III: Season of the Witch (1983)
m1985,Halloween 4: The Return of Michael Myers (1988)
m1986,Halloween 5: The Revenge of Michael Myers (1989)
m1987,Prom Night (1980)
m1988,Hello Mary Lou: Prom Night II (1987)
m1989,Prom Night III: The Last Kiss (1989)
m199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
m1990,Prom Night IV: Deliver Us From Evil (1992)
m1991,Child's Play (1988)
m1992,Child's Play 2 (1990)
m1993,Child's Play 3 (1992)
m1994,Poltergeist (1982)
m1995,Poltergeist II: The Other Side (1986)
m1996,Poltergeist III (1988)
m1997,"Exorcist, The (1973)"
m1998,Exorcist II: The Heretic (1977)
m1999,"Exorcist III, The (1990)"
m2,Jumanji (1995)
m20,Money Train (1995)
m200,"Tie That Binds, The (1995)"
m2000,Lethal Weapon (1987)
m2001,Lethal Weapon 2 (1989)
m2002,Lethal Weapon 3 (1992)
m2003,Gremlins (1984)
m2004,Gremlins 2: The New Batch (1990)
m2005,"Goonies, The (1985)"
m2006,"Mask of Zorro, The (1998)"
m2007,Polish Wedding (1998)
m2008,"This World, Then the Fireworks (1996)"
m2009,Soylent Green (1973)
m201,Three Wishes (1995)
m2010,Metropolis (1926)
m2011,Back to the Future Part II (1989)
m2012,Back to the Future Part III (1990)
m2013,"Poseidon Adventure, The (1972)"
m2014,Freaky Friday (1977)
m2015,"Absent Minded Professor, The (1961)"
m2016,"Apple Dumpling Gang Rides Again, The (1979)"
m2017,Babes in Toyland (1961)
m2018,Bambi (1942)
m2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954)
m202,Total Eclipse (1995)
m2020,Dangerous Liaisons (1988)
m2021,Dune (1984)
m2022,"Last Temptation of Christ, The (1988)"
m2023,"Godfather: Part III, The (1990)"
m2024,"Rapture, The (1991)"
m2025,Lolita (1997)
m2026,Disturbing Behavior (1998)
m2027,Mafia! (1998)
m2028,Saving Private Ryan (1998)
m2029,Billy's Hollywood Screen Kiss (1997)
m203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
m2031,"$1,000,000 Duck (1971)"
m2032,"Barefoot Executive, The (1971)"
m2033,"Black Cauldron, The (1985)"
m2034,"Black Hole, The (1979)"
m2035,Blackbeard's Ghost (1968)
m2036,Blank Check (1994)
m2037,Candleshoe (1977)
m2038,"Cat from Outer Space, The (1978)"
m2039,Cheetah (1989)
m204,Under Siege 2: Dark Territory (1995)
m2040,"Computer Wore Tennis Shoes, The (1970)"
m2041,Condorman (1981)
m2042,D2: The Mighty Ducks (1994)
m2043,Darby O'Gill and the Little People (1959)
m2044,"Devil and Max Devlin, The (1981)"
m2045,"Far Off Place, A (1993)"
m2046,Flight of the Navigator (1986)
m2047,"Gnome-Mobile, The (1967)"
m2048,"Great Mouse Detective, The (1986)"
m2049,"Happiest Millionaire, The (1967)"
m205,Unstrung Heroes (1995)
m2050,Herbie Goes Bananas (1980)
m2051,Herbie Goes to Monte Carlo (1977)
m2052,Hocus Pocus (1993)
m2053,"Honey, I Blew Up the Kid (1992)"
m2054,"Honey, I Shrunk the Kids (1989)"
m2055,Hot Lead and Cold Feet (1978)
m2056,In Search of the Castaways (1962)
m2057,"Incredible Journey, The (1963)"
m2058,"Negotiator, The (1998)"
m2059,"Parent Trap, The (1998)"
m206,Unzipped (1995)
m2060,BASEketball (1998)
m2061,Full Tilt Boogie (1997)
m2062,"Governess, The (1998)"
m2063,Seventh Heaven (Le Septième ciel) (1997)
m2064,Roger & Me (1989)
m2065,"Purple Rose of Cairo, The (1985)"
m2066,Out of the Past (1947)
m2067,Doctor Zhivago (1965)
m2068,Fanny and Alexander (1982)
m2069,"Trip to Bountiful, The (1985)"
m207,"Walk in the Clouds, A (1995)"
m2070,Tender Mercies (1983)
m2071,And the Band Played On (1993)
m2072,"'burbs, The (1989)"
m2073,Fandango (1985)
m2074,"Night Porter, The (Il Portiere di notte) (1974)"
m2075,Mephisto (1981)
m2076,Blue Velvet (1986)
m2077,"Journey of Natty Gann, The (1985)"
m2078,"Jungle Book, The (1967)"
m2079,Kidnapped (1960)
m208,Waterworld (1995)
m2080,Lady and the Tramp (1955)
m2081,"Little Mermaid, The (1989)"
m2082,"Mighty Ducks, The (1992)"
m2083,"Muppet Christmas Carol, The (1992)"
m2084,Newsies (1992)
m2085,101 Dalmatians (1961)
m2086,One Magic Christmas (1985)
m2087,Peter Pan (1953)
m2088,Popeye (1980)
m2089,"Rescuers Down Under, The (1990)"
m209,White Man's Burden (1995)
m2090,"Rescuers, The (1977)"
m2091,Return from Witch Mountain (1978)
m2092,"Return of Jafar, The (1993)"
m2093,Return to Oz (1985)
m2094,"Rocketeer, The (1991)"
m2095,"Shaggy D.A., The (1976)"
m2096,Sleeping Beauty (1959)
m2097,Something Wicked This Way Comes (1983)
m2098,Son of Flubber (1963)
m2099,Song of the South (1946)
m21,Get Shorty (1995)
m210,Wild Bill (1995)
m2100,Splash (1984)
m2101,Squanto: A Warrior's Tale (1994)
m2102,Steamboat Willie (1940)
m2103,Tall Tale (1994)
m2104,Tex (1982)
m2105,Tron (1982)
m2106,Swing Kids (1993)
m2107,Halloween: H20 (1998)
m2108,L.A. Story (1991)
m2109,"Jerk, The (1979)"
m211,"Browning Version, The (1994)"
m2110,Dead Men Don't Wear Plaid (1982)
m2111,"Man with Two Brains, The (1983)"
m2112,Grand Canyon (1991)
m2113,Graveyard Shift (1990)
m2114,"Outsiders, The (1983)"
m2115,Indiana Jones and the Temple of Doom (1984)
m2116,"Lord of the Rings, The (1978)"
m2117,Nineteen Eighty-Four (1984)
m2118,"Dead Zone, The (1983)"
m2119,Maximum Overdrive (1986)
m212,Bushwhacked (1995)
m2120,Needful Things (1993)
m2121,Cujo (1983)
m2122,Children of the Corn (1984)
m2123,All Dogs Go to Heaven (1989)
m2124,"Addams Family, The (1991)"
m2125,Ever After: A Cinderella Story (1998)
m2126,Snake Eyes (1998)
m2127,"First Love, Last Rites (1997)"
m2128,Safe Men (1998)
m2129,"Saltmen of Tibet, The (1997)"
m213,Burnt By the Sun (Utomlyonnye solntsem) (1994)
m2130,Atlantic City (1980)
m2131,Autumn Sonata (Höstsonaten ) (1978)
m2132,Who's Afraid of Virginia Woolf? (1966)
m2133,Adventures in Babysitting (1987)
m2134,Weird Science (1985)
m2135,Doctor Dolittle (1967)
m2136,"Nutty Professor, The (1963)"
m2137,Charlotte's Web (1973)
m2138,Watership Down (1978)
m2139,"Secret of NIMH, The (1982)"
m214,Before the Rain (Pred dozhdot) (1994)
m2140,"Dark Crystal, The (1982)"
m2141,"American Tail, An (1986)"
m2142,"American Tail: Fievel Goes West, An (1991)"
m2143,Legend (1985)
m2144,Sixteen Candles (1984)
m2145,Pretty in Pink (1986)
m2146,St. Elmo's Fire (1985)
m2147,"Clan of the Cave Bear, The (1986)"
m2148,House (1986)
m2149,House II: The Second Story (1987)
m215,Before Sunrise (1995)
m2150,"Gods Must Be Crazy, The (1980)"
m2151,"Gods Must Be Crazy II, The (1989)"
m2152,Air Bud: Golden Receiver (1998)
m2153,"Avengers, The (1998)"
m2154,How Stella Got Her Groove Back (1998)
m2155,"Slums of Beverly Hills, The (1998)"
m2156,"Best Man, The (Il Testimone dello sposo) (1997)"
m2157,"Chambermaid on the Titanic, The (1998)"
m2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)"
m2159,Henry: Portrait of a Serial Killer (1990)
m216,Billy Madison (1995)
m2160,Rosemary's Baby (1968)
m2161,"NeverEnding Story, The (1984)"
m2162,"NeverEnding Story II: The Next Chapter, The (1990)"
m2163,Attack of the Killer Tomatoes! (1980)
m2164,Surf Nazis Must Die (1987)
m2165,Your Friends and Neighbors (1998)
m2166,Return to Paradise (1998)
m2167,Blade (1998)
m2168,Dance with Me (1998)
m2169,Dead Man on Campus (1998)
m217,"Babysitter, The (1995)"
m2170,Wrongfully Accused (1998)
m2171,"Next Stop, Wonderland (1998)"
m2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)"
m2173,"Navigator: A Mediaeval Odyssey, The (1988)"
m2174,Beetlejuice (1988)
m2175,Déjà Vu (1997)
m2176,Rope (1948)
m2177,Family Plot (1976)
m2178,Frenzy (1972)
m2179,Topaz (1969)
m218,Boys on the Side (1995)
m2180,Torn Curtain (1966)
m2181,Marnie (1964)
m2182,"Wrong Man, The (1956)"
m2183,"Man Who Knew Too Much, The (1956)"
m2184,"Trouble with Harry, The (1955)"
m2185,I Confess (1953)
m2186,Strangers on a Train (1951)
m2187,Stage Fright (1950)
m2188,54 (1998)
m2189,I Married A Strange Person (1997)
m219,"Cure, The (1995)"
m2190,Why Do Fools Fall In Love? (1998)
m2191,"Merry War, A (1997)"
m2192,See the Sea (Regarde la mer) (1997)
m2193,Willow (1988)
m2194,"Untouchables, The (1987)"
m2195,Dirty Work (1998)
m2196,Knock Off (1998)
m2197,Firelight (1997)
m2198,Modulations (1998)
m22,Copycat (1995)
m220,Castle Freak (1995)
m2200,Under Capricorn (1949)
m2201,"Paradine Case, The (1947)"
m2202,Lifeboat (1944)
m2203,Shadow of a Doubt (1943)
m2204,Saboteur (1942)
m2205,Mr. & Mrs. Smith (1941)
m2206,Suspicion (1941)
m2207,Jamaica Inn (1939)
m2208,"Lady Vanishes, The (1938)"
m2209,Young and Innocent (1937)
m2210,Sabotage (1936)
m2211,Secret Agent (1936)
m2212,"Man Who Knew Too Much, The (1934)"
m2213,Waltzes from Vienna (1933)
m2214,Number Seventeen (1932)
m2215,Rich and Strange (1932)
m2217,Elstree Calling (1930)
m2218,Juno and Paycock (1930)
m2219,Murder! (1930)
m222,Circle of Friends (1995)
m2221,Blackmail (1929)
m2223,"Farmer's Wife, The (1928)"
m2226,"Ring, The (1927)"
m2227,"Lodger, The (1926)"
m223,Clerks (1994)
m2231,Rounders (1998)
m2232,Cube (1997)
m2233,Digging to China (1998)
m2234,Let's Talk About Sex (1998)
m2235,One Man's Hero (1999)
m2236,Simon Birch (1998)
m2237,Without Limits (1998)
m2238,Seven Beauties (Pasqualino Settebellezze) (1976)
m2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)
m224,Don Juan DeMarco (1995)
m2240,My Bodyguard (1980)
m2241,Class (1983)
m2242,"Grandview, U.S.A. (1984)"
m2243,Broadcast News (1987)
m2244,"Allnighter, The (1987)"
m2245,Working Girl (1988)
m2246,Stars and Bars (1988)
m2247,Married to the Mob (1988)
m2248,Say Anything... (1989)
m2249,My Blue Heaven (1990)
m225,Disclosure (1994)
m2250,Men Don't Leave (1990)
m2251,"Cabinet of Dr. Ramirez, The (1991)"
m2252,Hero (1992)
m2253,Toys (1992)
m2254,Choices (1981)
m2255,Young Doctors in Love (1982)
m2256,Parasite (1982)
m2257,No Small Affair (1984)
m2258,Master Ninja I (1984)
m2259,Blame It on Rio (1984)
m226,Dream Man (1995)
m2260,Wisdom (1986)
m2261,One Crazy Summer (1986)
m2262,About Last Night... (1986)
m2263,"Seventh Sign, The (1988)"
m2264,We're No Angels (1989)
m2265,Nothing But Trouble (1991)
m2266,"Butcher's Wife, The (1991)"
m2267,Mortal Thoughts (1991)
m2268,"Few Good Men, A (1992)"
m2269,Indecent Proposal (1993)
m227,Drop Zone (1994)
m2271,Permanent Midnight (1998)
m2272,One True Thing (1998)
m2273,Rush Hour (1998)
m2275,Six-String Samurai (1998)
m2276,"Soldier's Daughter Never Cries, A (1998)"
m2277,Somewhere in the City (1997)
m2278,Ronin (1998)
m2279,Urban Legend (1998)
m228,Destiny Turns on the Radio (1995)
m2280,Clay Pigeons (1998)
m2281,Monument Ave. (1998)
m2282,Pecker (1998)
m2283,"Sheltering Sky, The (1990)"
m2284,Bandit Queen (1994)
m2285,If.... (1968)
m2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)"
m2287,Them! (1954)
m2288,"Thing, The (1982)"
m2289,"Player, The (1992)"
m229,Death and the Maiden (1994)
m2290,Stardust Memories (1980)
m2291,Edward Scissorhands (1990)
m2292,Overnight Delivery (1996)
m2293,Shadrach (1998)
m2294,Antz (1998)
m2295,"Impostors, The (1998)"
m2296,"Night at the Roxbury, A (1998)"
m2297,What Dreams May Come (1998)
m2298,Strangeland (1998)
m2299,"Battle of the Sexes, The (1959)"
m23,Assassins (1995)
m230,Dolores Claiborne (1994)
m2300,"Producers, The (1968)"
m2301,History of the World: Part I (1981)
m2302,My Cousin Vinny (1992)
m2303,Nashville (1975)
m2304,Love Is the Devil (1998)
m2305,Slam (1998)
m2306,Holy Man (1998)
m2307,One Tough Cop (1998)
m2308,Detroit 9000 (1973)
m2309,"Inheritors, The (Die Siebtelbauern) (1998)"
m231,Dumb & Dumber (1994)
m2310,"Mighty, The (1998)"
m2311,2010 (1984)
m2312,Children of a Lesser God (1986)
m2313,"Elephant Man, The (1980)"
m2314,Beloved (1998)
m2315,Bride of Chucky (1998)
m2316,Practical Magic (1998)
m2317,"Alarmist, The (1997)"
m2318,Happiness (1998)
m232,Eat Drink Man Woman (1994)
m2320,Apt Pupil (1998)
m2321,Pleasantville (1998)
m2322,Soldier (1998)
m2323,"Cruise, The (1998)"
m2324,Life Is Beautiful (La Vita è bella) (1997)
m2325,Orgazmo (1997)
m2326,Shattered Image (1998)
m2327,Tales from the Darkside: The Movie (1990)
m2328,Vampires (1998)
m2329,American History X (1998)
m233,Exotica (1994)
m2330,Hands on a Hard Body (1996)
m2331,Living Out Loud (1998)
m2332,Belly (1998)
m2333,Gods and Monsters (1998)
m2334,"Siege, The (1998)"
m2335,"Waterboy, The (1998)"
m2336,Elizabeth (1998)
m2337,Velvet Goldmine (1998)
m2338,I Still Know What You Did Last Summer (1998)
m2339,I'll Be Home For Christmas (1998)
m234,Exit to Eden (1994)
m2340,Meet Joe Black (1998)
m2341,Dancing at Lughnasa (1998)
m2342,Hard Core Logo (1996)
m2343,"Naked Man, The (1998)"
m2344,Runaway Train (1985)
m2345,Desert Bloom (1986)
m2346,"Stepford Wives, The (1975)"
m2347,"Pope of Greenwich Village, The (1984)"
m2348,Sid and Nancy (1986)
m2349,Mona Lisa (1986)
m235,Ed Wood (1994)
m2350,Heart Condition (1990)
m2351,Nights of Cabiria (Le Notti di Cabiria) (1957)
m2352,"Big Chill, The (1983)"
m2353,Enemy of the State (1998)
m2354,"Rugrats Movie, The (1998)"
m2355,"Bug's Life, A (1998)"
m2356,Celebrity (1998)
m2357,Central Station (Central do Brasil) (1998)
m2358,Savior (1998)
m2359,Waking Ned Devine (1998)
m236,French Kiss (1995)
m2360,"Celebration, The (Festen) (1998)"
m2361,Pink Flamingos (1972)
m2362,Glen or Glenda (1953)
m2363,Godzilla (Gojira) (1954)
m2364,Godzilla (Gojira) (1984)
m2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)
m2366,King Kong (1933)
m2367,King Kong (1976)
m2368,King Kong Lives (1986)
m2369,Desperately Seeking Susan (1985)
m237,Forget Paris (1995)
m2370,"Emerald Forest, The (1985)"
m2371,Fletch (1985)
m2372,Fletch Lives (1989)
m2373,Red Sonja (1985)
m2374,Gung Ho (1986)
m2375,"Money Pit, The (1986)"
m2376,"View to a Kill, A (1985)"
m2377,Lifeforce (1985)
m2378,Police Academy (1984)
m2379,Police Academy 2: Their First Assignment (1985)
m238,Far From Home: The Adventures of Yellow Dog (1995)
m2380,Police Academy 3: Back in Training (1986)
m2381,Police Academy 4: Citizens on Patrol (1987)
m2382,Police Academy 5: Assignment: Miami Beach (1988)
m2383,Police Academy 6: City Under Siege (1989)
m2384,Babe: Pig in the City (1998)
m2385,Home Fries (1998)
m2386,Jerry Springer: Ringmaster (1998)
m2387,Very Bad Things (1998)
m2388,Steam: The Turkish Bath (Hamam) (1997)
m2389,Psycho (1998)
m239,"Goofy Movie, A (1995)"
m2390,Little Voice (1998)
m2391,"Simple Plan, A (1998)"
m2392,Jack Frost (1998)
m2393,Star Trek: Insurrection (1998)
m2394,"Prince of Egypt, The (1998)"
m2395,Rushmore (1998)
m2396,Shakespeare in Love (1998)
m2397,Mass Appeal (1984)
m2398,Miracle on 34th Street (1947)
m2399,Santa Claus: The Movie (1985)
m24,Powder (1995)
m240,Hideaway (1995)
m2400,Prancer (1989)
m2401,Pale Rider (1985)
m2402,Rambo: First Blood Part II (1985)
m2403,First Blood (1982)
m2404,Rambo III (1988)
m2405,"Jewel of the Nile, The (1985)"
m2406,Romancing the Stone (1984)
m2407,Cocoon (1985)
m2408,Cocoon: The Return (1988)
m2409,Rocky II (1979)
m241,Fluke (1995)
m2410,Rocky III (1982)
m2411,Rocky IV (1985)
m2412,Rocky V (1990)
m2413,Clue (1985)
m2414,Young Sherlock Holmes (1985)
m2415,Violets Are Blue... (1986)
m2416,Back to School (1986)
m2417,Heartburn (1986)
m2418,Nothing in Common (1986)
m2419,Extremities (1986)
m242,Farinelli: il castrato (1994)
m2420,"Karate Kid, The (1984)"
m2421,"Karate Kid, Part II, The (1986)"
m2422,"Karate Kid III, The (1989)"
m2423,Christmas Vacation (1989)
m2424,You've Got Mail (1998)
m2425,"General, The (1998)"
m2426,"Theory of Flight, The (1998)"
m2427,"Thin Red Line, The (1998)"
m2428,"Faculty, The (1998)"
m2429,Mighty Joe Young (1998)
m243,Gordy (1995)
m2430,Mighty Joe Young (1949)
m2431,Patch Adams (1998)
m2432,Stepmom (1998)
m2433,"Civil Action, A (1998)"
m2434,Down in the Delta (1998)
m2435,Hurlyburly (1998)
m2436,Tea with Mussolini (1999)
m2437,Wilde (1997)
m2438,Outside Ozona (1998)
m2439,Affliction (1997)
m244,Gumby: The Movie (1995)
m2440,Another Day in Paradise (1998)
m2441,"Hi-Lo Country, The (1998)"
m2442,Hilary and Jackie (1998)
m2443,Playing by Heart (1998)
m2444,24 7: Twenty Four Seven (1997)
m2445,At First Sight (1999)
m2446,In Dreams (1999)
m2447,Varsity Blues (1999)
m2448,Virus (1999)
m2449,"Garbage Pail Kids Movie, The (1987)"
m245,"Glass Shield, The (1994)"
m2450,Howard the Duck (1986)
m2451,"Gate, The (1987)"
m2452,"Gate II: Trespassers, The (1990)"
m2453,"Boy Who Could Fly, The (1986)"
m2454,"Fly, The (1958)"
m2455,"Fly, The (1986)"
m2456,"Fly II, The (1989)"
m2457,Running Scared (1986)
m2458,Armed and Dangerous (1986)
m2459,"Texas Chainsaw Massacre, The (1974)"
m246,Hoop Dreams (1994)
m2460,"Texas Chainsaw Massacre 2, The (1986)"
m2461,Leatherface: Texas Chainsaw Massacre III (1990)
m2462,"Return of the Texas Chainsaw Massacre, The (1994)"
m2463,Ruthless People (1986)
m2464,Trick or Treat (1986)
m2465,Deadly Friend (1986)
m2466,Belizaire the Cajun (1986)
m2467,"Name of the Rose, The (1986)"
m2468,Jumpin' Jack Flash (1986)
m2469,Peggy Sue Got Married (1986)
m247,Heavenly Creatures (1994)
m2470,Crocodile Dundee (1986)
m2471,Crocodile Dundee II (1988)
m2472,Tough Guys (1986)
m2473,Soul Man (1986)
m2474,"Color of Money, The (1986)"
m2475,52 Pick-Up (1986)
m2476,Heartbreak Ridge (1986)
m2477,Firewalker (1986)
m2478,Three Amigos! (1986)
m2479,Gloria (1999)
m248,Houseguest (1994)
m2480,Dry Cleaning (Nettoyage à sec) (1997)
m2481,My Name Is Joe (1998)
m2482,Still Crazy (1998)
m2483,"Day of the Beast, The (El Día de la bestia) (1995)"
m2484,Tinseltown (1998)
m2485,She's All That (1999)
m2486,24-hour Woman (1998)
m2487,"Blood, Guts, Bullets and Octane (1998)"
m2488,Peeping Tom (1960)
m249,Immortal Beloved (1994)
m2490,Payback (1999)
m2491,Simply Irresistible (1999)
m2492,20 Dates (1998)
m2493,"Harmonists, The (1997)"
m2494,"Last Days, The (1998)"
m2495,"Fantastic Planet, The (La Planète sauvage) (1973)"
m2496,Blast from the Past (1999)
m2497,Message in a Bottle (1999)
m2498,My Favorite Martian (1999)
m2499,God Said 'Ha!' (1998)
m25,Leaving Las Vegas (1995)
m250,Heavyweights (1994)
m2500,Jawbreaker (1999)
m2501,October Sky (1999)
m2502,Office Space (1999)
m2503,"Apple, The (Sib) (1998)"
m2504,200 Cigarettes (1999)
m2505,8MM (1999)
m2506,"Other Sister, The (1999)"
m2507,Breakfast of Champions (1999)
m2509,Eight Days a Week (1997)
m251,"Hunted, The (1995)"
m2510,Just the Ticket (1999)
m2511,"Long Goodbye, The (1973)"
m2512,"Ballad of Narayama, The (Narayama Bushiko) (1982)"
m2513,Pet Sematary (1989)
m2514,Pet Sematary II (1992)
m2515,Children of the Corn II: The Final Sacrifice (1993)
m2516,Children of the Corn III (1994)
m2517,Christine (1983)
m2518,Night Shift (1982)
m2519,House on Haunted Hill (1958)
m252,I.Q. (1994)
m2520,Airport (1970)
m2521,Airport 1975 (1974)
m2522,Airport '77 (1977)
m2523,Rollercoaster (1977)
m2524,"Towering Inferno, The (1974)"
m2525,Alligator (1980)
m2526,Meteor (1979)
m2527,Westworld (1973)
m2528,Logan's Run (1976)
m2529,Planet of the Apes (1968)
m253,Interview with the Vampire (1994)
m2530,Beneath the Planet of the Apes (1970)
m2531,Battle for the Planet of the Apes (1973)
m2532,Conquest of the Planet of the Apes (1972)
m2533,Escape from the Planet of the Apes (1971)
m2534,Avalanche (1978)
m2535,Earthquake (1974)
